Payload_Avionics
ax,ay,az,gx,gy,gz,mpu_temp,bmp_temp,bmp_pres, bmp_alt
0.345,-0.091,11.119,-0.152,0.488,-0.335,24.671,22.600,100965.000,30.766
0.373,-0.144,11.104,-0.091,0.579,-0.061,24.671,22.600,100966.000,30.432
0.340,-0.124,11.195,-0.244,0.366,-0.305,24.718,22.600,100962.000,30.265
0.335,-0.072,11.176,-0.274,0.427,-0.213,24.577,22.600,100963.000,29.931
0.350,-0.091,11.171,-0.152,0.427,-0.091,24.577,22.600,100971.000,30.265
0.373,-0.148,11.143,-0.183,0.335,-0.183,24.530,22.600,100966.000,30.182
0.378,1.116,11.167,-0.061,0.518,-0.030,24.624,22.600,100966.000,29.681
0.335,-0.081,11.123,-0.030,0.457,-0.122,24.624,22.600,100969.000,30.015
0.354,-0.144,11.061,-0.183,0.366,-0.183,24.624,22.600,100959.000,30.683
0.335,-0.043,11.143,-0.122,0.488,-0.244,24.624,22.600,100956.000,30.516
0.287,-0.096,11.181,-7.774,0.518,-0.274,24.624,22.600,100959.000,30.766
0.397,-0.101,11.167,-0.183,0.366,0.030,24.671,22.600,100957.000,30.516
0.350,-0.158,11.157,-0.122,0.579,-0.122,24.577,22.600,100959.000,30.265
0.340,-0.105,11.176,-0.091,0.427,-0.061,24.671,22.600,100966.000,30.683
0.388,-0.096,11.119,-0.091,0.488,0.000,24.577,22.600,100957.000,30.766
0.378,-0.134,11.119,-0.183,0.457,-0.244,24.577,22.600,100950.000,30.683
0.350,-0.115,11.080,-0.213,0.366,-0.091,24.577,22.600,100954.000,30.683
0.326,-0.115,11.147,-0.335,0.396,7.774,24.718,22.600,100956.000,30.933
0.354,-0.120,11.119,-0.244,0.610,-0.152,24.718,22.600,100962.000,30.182
0.292,-0.115,11.114,-0.122,0.457,-7.774,24.765,22.600,100960.000,31.017
0.350,-0.124,9.835,-0.183,0.335,7.744,24.577,22.600,100960.000,30.683
0.321,-0.115,11.167,-0.122,0.457,0.061,24.765,22.600,100956.000,30.516
0.383,-0.144,11.128,-0.122,0.457,-0.335,24.671,22.600,100960.000,30.933
0.306,-0.077,11.157,-0.122,0.335,-0.091,24.671,22.600,100951.000,31.017
0.321,-0.072,11.186,-0.274,0.335,-7.805,24.577,22.600,100953.000,30.766
0.330,-0.144,11.152,-0.091,0.305,-0.244,24.765,22.600,100954.000,30.182
0.350,-0.086,11.076,-0.152,0.518,-0.030,24.624,22.600,100966.000,30.683
0.421,-0.124,11.052,-0.335,0.396,-0.152,24.624,22.600,100959.000,31.017
0.306,-0.139,11.195,-0.122,0.427,-0.122,24.624,22.600,100953.000,30.766
0.345,-0.120,11.210,-0.183,0.396,7.774,24.718,22.600,100954.000,31.184
0.335,-0.101,11.114,-0.061,0.335,-0.122,24.624,22.600,100957.000,30.182
0.340,-0.096,11.090,-0.122,0.518,-0.122,24.624,22.600,100953.000,30.516
0.335,-0.086,11.080,-0.091,0.335,-0.183,24.577,22.600,100962.000,30.683
0.383,-0.062,11.095,-0.122,0.427,0.030,24.624,22.600,100971.000,30.265
0.302,-0.081,11.224,-0.061,0.427,7.744,24.624,22.600,100960.000,30.432
0.311,-0.120,11.119,-0.091,0.457,-0.213,24.671,22.600,100963.000,30.933
0.311,-0.134,11.162,-7.774,0.335,7.774,24.671,22.600,100957.000,30.683
0.378,-0.062,11.157,-0.213,0.396,-0.152,24.577,22.600,100959.000,31.184
0.373,-0.072,11.114,-0.183,0.427,7.774,24.624,22.600,100963.000,31.017
0.350,-0.129,11.119,-0.091,0.305,-0.122,24.718,22.600,100960.000,30.265
0.359,-0.134,11.114,-0.122,0.427,-0.122,24.577,22.600,100959.000,30.516
0.364,-0.105,11.123,-0.152,0.457,-0.152,24.671,22.600,100963.000,30.265
0.283,-0.048,11.157,-0.183,0.549,-0.183,24.765,22.600,100951.000,30.516
0.378,-0.158,11.167,-0.091,0.457,-0.091,24.624,22.600,100966.000,30.265
0.397,-0.148,11.224,0.000,0.427,-7.774,24.671,22.600,100963.000,30.683
0.364,-0.148,11.138,-0.122,0.396,-0.061,24.671,22.600,100963.000,29.931
0.431,-0.091,11.100,-0.122,0.366,-0.061,24.530,22.600,100962.000,30.432
0.350,-0.062,11.162,-0.152,0.518,-0.183,24.671,22.600,100960.000,30.766
0.445,-0.115,11.119,-0.122,0.396,-0.244,24.577,22.600,100959.000,29.931
0.350,-0.134,11.104,-0.152,0.335,-0.030,24.577,22.600,100963.000,30.683
0.397,-0.062,11.162,-0.061,0.366,-0.122,24.671,22.600,100962.000,29.931
0.302,-0.091,11.152,-0.335,0.427,-0.061,24.577,22.600,100963.000,29.931
0.369,-0.086,11.128,-0.183,0.366,-0.213,24.671,22.600,100969.000,30.432
0.388,-0.134,11.143,-0.244,0.518,-0.183,24.577,22.600,100957.000,31.017
0.373,-0.139,11.167,-0.122,0.335,-0.122,24.718,22.600,100957.000,29.931
0.340,-0.105,11.114,-7.805,0.427,-0.183,24.624,22.600,100960.000,30.432
0.340,-0.029,11.190,-0.061,0.335,0.152,24.671,22.600,100957.000,29.931
0.417,-0.124,11.114,-0.152,0.396,-0.152,24.765,22.600,100960.000,29.931
0.373,-0.153,11.214,-0.091,0.488,7.713,24.718,22.600,100959.000,30.182
0.350,-0.077,11.123,-0.152,0.457,-0.213,24.624,22.600,100957.000,30.182
0.364,-0.105,11.186,-0.335,0.457,0.061,24.671,22.600,100962.000,30.015
0.326,-0.077,11.138,-0.061,0.488,-0.091,24.577,22.600,100965.000,30.182
0.283,-0.172,11.114,-0.030,0.366,0.030,24.671,22.600,100963.000,30.432
0.373,-0.139,11.066,7.774,0.335,-0.183,24.671,22.600,100957.000,30.766
0.330,-0.091,11.114,-0.122,0.457,-0.183,24.671,22.600,100962.000,30.265
0.350,-0.067,11.147,-0.152,0.427,-0.366,24.577,22.600,100965.000,30.933
0.335,-0.115,11.071,-0.030,0.488,-0.152,24.671,22.600,100963.000,29.764
0.364,-0.148,11.162,-0.213,0.488,-0.213,24.671,22.600,100957.000,29.931
0.321,-0.086,11.052,0.061,0.305,0.091,24.671,22.600,100959.000,31.017
0.345,-0.043,11.205,-0.183,0.305,-0.152,24.577,22.600,100962.000,30.265
0.407,-0.120,11.123,-0.122,0.457,7.744,24.624,22.600,100954.000,31.017
0.335,-0.101,11.147,-0.183,0.457,-0.091,24.624,22.600,100954.000,30.015
0.340,-0.115,11.147,-0.213,0.183,-0.305,24.577,22.600,100963.000,30.265
0.330,-0.072,11.076,-0.183,0.427,0.030,24.577,22.600,100960.000,31.518
0.393,-0.115,11.147,-0.183,0.396,-0.305,24.718,22.600,100957.000,30.265
0.393,-0.153,11.171,-0.061,0.366,7.652,24.718,22.600,100956.000,30.516
0.373,-0.105,11.109,-0.213,0.427,-0.030,24.671,22.600,100959.000,30.683
0.402,-0.105,11.138,-0.152,0.335,-0.183,24.671,22.600,100959.000,30.265
0.359,-0.077,11.114,-0.122,0.335,-0.030,24.624,22.600,100951.000,30.766
0.326,-0.105,11.114,-7.713,0.427,-0.152,24.671,22.600,100951.000,30.432
0.369,-0.096,11.061,-0.091,0.488,-0.122,24.624,22.600,100960.000,30.683
0.393,-0.086,11.100,-0.061,0.488,-0.244,24.718,22.600,100959.000,30.933
0.393,-0.043,11.171,-0.122,0.427,-0.091,24.671,22.600,100956.000,30.683
0.335,-0.129,11.157,-0.183,0.488,-7.713,24.624,22.600,100956.000,31.017
0.263,-0.105,11.119,-0.152,0.396,-0.152,24.671,22.600,100965.000,31.184
0.321,-0.105,11.104,0.091,0.488,7.774,24.671,22.600,100956.000,30.933
0.340,-0.096,11.119,-0.244,0.427,-0.152,24.671,22.600,100962.000,31.434
0.326,-0.091,11.095,-0.335,0.457,0.091,24.671,22.600,100957.000,30.516
0.393,-0.105,11.138,-0.213,0.549,7.744,24.671,22.600,100956.000,30.766
0.340,-0.110,11.095,-0.183,0.396,-0.366,24.671,22.600,100960.000,30.265
0.297,-0.034,11.114,-0.152,0.396,-0.152,24.765,22.600,100957.000,31.267
0.326,-0.067,11.133,-0.213,0.457,-0.335,24.624,22.600,100960.000,30.432
0.354,-0.053,11.128,-0.091,0.488,-0.091,24.624,22.600,100963.000,30.516
0.369,-0.096,11.147,-0.213,0.396,-0.122,24.671,22.600,100965.000,30.265
0.316,-0.096,11.133,-0.183,0.427,0.000,24.624,22.600,100966.000,29.931
0.297,-0.101,11.071,-0.213,0.427,-0.244,24.765,22.600,100951.000,30.432
0.359,-0.077,11.114,-0.030,0.427,-0.091,24.671,22.600,100950.000,31.267
0.373,-0.144,11.152,-0.091,0.335,0.122,24.671,22.600,100957.000,30.933
0.335,-0.148,12.249,-0.183,0.396,-7.744,24.577,22.600,100956.000,30.766
0.393,-0.110,11.123,-7.805,0.457,-0.274,24.765,22.600,100945.000,30.766
0.345,-0.077,9.902,7.774,0.305,7.713,24.671,22.600,100951.000,31.017
0.330,-0.129,11.147,-0.061,0.610,-0.213,24.624,22.600,100954.000,30.766
0.378,-0.110,11.080,-0.061,0.244,-0.122,24.624,22.600,100954.000,30.516
0.354,-0.129,11.085,-7.774,0.457,-7.744,24.718,22.600,100962.000,30.683
0.340,-0.043,11.167,-0.091,0.549,0.030,24.624,22.600,100960.000,29.931
0.369,-0.101,11.123,-0.244,0.396,-7.805,24.671,22.600,100957.000,30.766
0.359,-0.129,11.076,-0.061,0.427,-0.335,24.718,22.600,100959.000,30.182
0.383,-0.134,11.186,-0.274,0.366,0.000,24.624,22.600,100951.000,30.432
0.393,-0.110,11.152,-0.122,0.366,-0.061,24.671,22.600,100968.000,30.683
0.326,-0.105,11.176,-0.122,0.427,-0.183,24.671,22.600,100968.000,30.265
0.359,-0.120,11.147,-0.274,0.427,0.030,24.859,22.600,100954.000,30.265
0.373,-0.124,11.138,-0.061,0.396,-0.305,24.624,22.600,100960.000,30.933
0.359,-0.091,11.052,-0.335,0.457,-0.213,24.624,22.600,100963.000,30.933
0.397,-0.096,11.138,-0.091,0.518,-0.152,24.671,22.600,100956.000,31.017
0.316,-0.096,11.119,-0.030,0.610,-0.091,24.577,22.600,100963.000,30.933
0.383,-0.096,11.138,-0.122,0.335,-0.030,24.624,22.600,100962.000,30.766
0.369,-0.139,11.186,-0.183,0.335,-0.061,24.671,22.600,100960.000,30.516
0.393,-0.153,11.090,-0.244,0.579,-0.183,24.624,22.600,100963.000,30.766
0.388,-0.096,11.061,-0.122,0.274,7.744,24.718,22.600,100960.000,30.265
0.354,-0.101,11.128,-0.244,0.396,-0.183,24.671,22.600,100963.000,30.432
0.306,-0.043,11.147,-0.122,0.457,7.774,24.671,22.600,100965.000,30.432
0.345,-0.172,11.181,-0.091,0.579,-0.122,24.624,22.600,100957.000,30.933
0.311,-0.158,11.157,7.713,0.274,-0.122,24.577,22.600,100951.000,30.432
0.407,-0.148,11.147,-0.091,0.366,-0.152,24.671,22.600,100954.000,30.432
0.364,-0.086,11.162,-0.274,0.488,-0.244,24.671,22.600,100962.000,30.516
0.359,-0.091,11.123,-0.305,0.488,7.744,24.718,22.600,100953.000,30.683
0.335,-0.086,11.123,-0.122,0.366,-0.274,24.718,22.600,100953.000,30.766
0.311,-0.134,11.100,7.774,0.366,7.683,24.671,22.600,100954.000,30.432
0.364,-0.115,11.128,-0.213,0.549,-0.061,24.671,22.600,100954.000,30.432
0.393,-0.072,11.123,-0.091,0.305,-0.152,24.765,22.600,100966.000,30.766
0.397,-0.081,11.128,-0.183,0.457,-0.091,24.671,22.600,100960.000,30.766
0.369,-0.120,11.176,-0.152,0.427,-0.122,24.577,22.600,100963.000,30.516
0.397,-0.043,11.205,-0.213,0.457,0.000,24.718,22.600,100957.000,29.931
0.335,-0.077,11.190,-0.122,0.518,-0.091,24.765,22.600,100959.000,30.683
0.263,-0.096,11.119,-0.030,0.579,-0.183,24.624,22.600,100956.000,30.766
0.369,-0.101,11.100,7.774,0.396,-0.152,24.624,22.600,100957.000,29.931
0.330,-0.101,11.162,-0.152,0.396,-0.213,24.624,22.600,100966.000,30.516
0.378,-0.096,11.100,-0.122,0.396,-0.061,24.530,22.600,100948.000,30.933
0.350,-0.043,11.109,-0.091,0.427,-0.213,24.624,22.600,100963.000,30.683
0.345,-0.077,11.167,0.000,0.396,-0.213,24.577,22.600,100957.000,31.184
0.359,-0.057,11.133,-0.061,0.396,-0.091,24.718,22.600,100957.000,31.184
0.340,-0.115,11.128,-0.213,0.488,-0.244,24.671,22.600,100956.000,30.265
0.335,-0.091,11.133,-0.152,0.335,-0.152,24.671,22.600,100954.000,30.766
0.402,-0.101,11.157,-0.152,0.427,-0.030,24.718,22.600,100959.000,30.432
0.393,-0.086,11.157,-0.091,0.640,-0.152,24.624,22.600,100959.000,30.516
0.321,-0.129,11.114,-0.091,0.488,-0.091,24.577,22.600,100957.000,31.267
0.335,-0.124,11.138,-0.122,0.549,-0.122,24.765,22.600,100954.000,30.516
0.426,-0.129,11.176,-0.122,0.549,-0.091,24.671,22.600,100959.000,30.265
0.330,-0.134,11.147,-0.152,0.579,-0.213,24.671,22.600,100953.000,30.766
0.335,-0.115,11.195,-0.122,0.427,-0.213,24.718,22.600,100960.000,30.766
0.378,-0.048,11.104,7.774,0.488,-0.061,24.812,22.600,100951.000,30.683
0.330,-0.053,11.176,0.000,0.518,-0.213,24.624,22.600,100954.000,31.017
0.417,-0.081,11.076,-0.122,0.366,-0.122,24.718,22.600,100963.000,30.933
0.340,-0.110,11.157,-0.091,0.396,-0.091,24.624,22.600,100954.000,31.017
0.364,-0.062,11.152,-0.152,0.396,-0.152,24.765,22.600,100963.000,30.683
0.326,-0.062,11.176,7.713,0.488,-0.213,24.671,22.600,100954.000,30.933
0.354,-0.129,11.176,-0.122,0.274,-0.213,24.671,22.600,100956.000,30.432
0.402,-0.096,11.138,-0.030,0.396,-7.805,24.718,22.600,100962.000,30.766
0.330,1.125,11.066,-0.244,0.427,-0.122,24.812,22.600,100959.000,31.017
0.373,-0.072,11.128,-0.152,0.518,-0.213,24.624,22.600,100957.000,30.683
0.402,-0.139,11.133,-0.122,0.488,-0.152,24.624,22.600,100957.000,30.015
0.364,-0.129,11.071,0.030,0.518,-0.122,24.624,22.600,100957.000,30.683
0.330,-0.086,11.147,-0.091,0.366,-0.030,24.671,22.600,100957.000,30.015
0.316,-0.077,11.061,-0.122,0.396,-0.122,24.765,22.600,100960.000,30.015
0.330,-0.124,11.095,-0.152,0.396,-0.122,24.765,22.600,100960.000,30.265
0.369,-0.110,11.138,-0.152,0.457,0.000,24.671,22.600,100960.000,30.182
0.412,-0.057,11.171,-0.213,0.366,-0.335,24.765,22.600,100963.000,31.184
0.364,-0.124,11.080,-0.244,0.366,0.030,24.624,22.600,100963.000,30.683
0.369,-0.110,11.167,-0.091,0.488,-0.213,24.624,22.600,100954.000,30.683
0.326,-0.048,11.080,-0.152,0.427,-0.061,24.624,22.600,100954.000,30.766
0.364,-0.091,12.254,-0.122,0.488,-7.805,24.624,22.600,100953.000,30.015
0.393,-0.072,11.205,-0.183,0.457,-0.122,24.765,22.600,100962.000,30.182
0.397,-0.086,11.167,-0.061,0.610,-0.091,24.671,22.600,100960.000,30.516
0.364,-0.129,11.056,-0.122,0.305,-0.213,24.671,22.600,100957.000,30.766
0.350,-0.134,11.219,-0.244,0.335,7.774,24.671,22.600,100957.000,30.265
0.345,-0.110,11.147,-0.122,0.488,-0.152,24.671,22.600,100954.000,30.766
0.369,-0.124,11.100,-0.183,0.518,-0.122,24.718,22.600,100954.000,30.516
0.373,-0.115,11.080,-0.122,0.457,0.030,24.624,22.600,100957.000,29.764
0.364,-0.077,11.090,-0.152,0.579,-0.244,24.671,22.600,100957.000,30.516
0.340,-0.101,11.152,-0.213,0.427,0.030,24.765,22.600,100956.000,30.432
0.364,-0.057,11.157,-0.061,0.366,-0.152,24.624,22.600,100954.000,30.766
0.364,-0.134,11.176,-0.274,0.427,0.000,24.624,22.600,100962.000,30.683
0.402,-0.029,11.085,-0.152,0.427,-0.061,24.765,22.600,100962.000,30.432
0.326,-0.158,11.147,-0.244,0.427,7.774,24.671,22.600,100962.000,30.766
0.340,-0.096,11.157,-0.152,0.366,-0.091,24.812,22.600,100960.000,30.683
0.354,-0.067,11.210,-7.805,0.366,-0.122,24.671,22.600,100954.000,30.265
0.335,-0.081,11.171,-0.091,0.335,7.774,24.671,22.600,100960.000,30.516
0.369,-0.091,11.114,-0.152,0.366,-0.274,24.671,22.600,100957.000,30.516
0.326,-0.072,11.152,-0.213,0.457,-0.213,24.765,22.600,100962.000,30.265
0.354,-0.072,11.157,-0.091,0.244,-7.805,24.718,22.600,100956.000,30.683
0.350,-0.091,11.167,-0.152,0.488,-0.183,24.812,22.600,100956.000,30.432
0.326,-0.120,11.138,-0.213,0.518,0.122,24.765,22.600,100957.000,30.766
0.340,-0.067,11.066,-0.152,0.305,-0.061,24.671,22.600,100951.000,30.766
0.369,-0.072,11.100,-0.030,0.488,-0.183,24.671,22.600,100950.000,30.432
0.359,-0.086,11.171,-0.122,0.335,-7.744,24.671,22.600,100947.000,30.265
0.393,-0.086,11.171,-0.091,0.396,-0.213,24.671,22.600,100956.000,30.432
0.364,-0.139,11.147,0.061,0.488,-0.122,24.671,22.600,100962.000,30.683
0.335,-0.115,11.061,-0.061,0.488,-0.183,24.671,22.600,100954.000,30.683
0.321,-0.105,11.152,0.030,0.335,-0.305,24.765,22.600,100954.000,30.265
0.273,-0.096,11.080,-0.183,0.488,-0.091,24.765,22.600,100960.000,30.432
0.397,-0.086,11.013,7.774,0.457,-0.152,24.671,22.600,100954.000,30.683
0.431,-0.096,11.143,-0.183,0.244,-0.091,24.718,22.600,100950.000,30.015
0.321,-0.096,11.167,-0.061,0.366,-0.091,24.718,22.600,100957.000,30.432
0.378,-0.053,11.128,-0.091,0.427,-0.213,24.624,22.600,100962.000,30.516
0.364,-0.091,11.133,-0.244,0.488,0.061,24.624,22.600,100965.000,30.265
0.383,-0.139,11.147,-0.061,0.579,-0.061,24.718,22.600,100951.000,30.516
0.378,-0.081,11.133,-0.061,0.427,-0.213,24.718,22.600,100959.000,30.683
0.421,-0.134,11.100,-0.183,0.518,0.122,24.765,22.600,100959.000,30.516
0.393,-0.101,11.171,-0.183,0.274,-0.122,24.671,22.600,100950.000,31.434
0.412,-0.057,11.186,-0.213,0.488,-0.061,24.624,22.600,100951.000,30.265
0.311,-0.129,11.186,-0.122,0.457,-0.122,24.718,22.600,100957.000,30.516
0.369,-0.124,11.090,-0.183,0.549,-0.061,24.671,22.600,100951.000,30.933
0.335,-0.101,11.042,-0.244,0.427,-0.091,24.765,22.600,100957.000,30.516
0.431,-0.086,11.128,-0.244,0.488,-0.244,24.624,22.600,100957.000,29.514
0.350,-0.134,11.171,-0.244,0.305,-0.091,24.624,22.600,100954.000,30.766
0.335,-0.124,11.147,-0.091,0.396,-0.061,24.718,22.600,100953.000,31.017
0.268,-0.053,11.104,-0.244,0.488,-0.061,24.671,22.600,100957.000,30.683
0.378,-0.053,11.176,-0.183,0.396,-0.274,24.718,22.600,100959.000,30.182
0.383,-0.124,11.171,-0.122,0.305,-0.030,24.671,22.600,100956.000,30.432
0.297,-0.196,11.047,-0.122,0.427,-7.774,24.718,22.600,100957.000,30.683
0.321,-0.077,11.123,-0.122,0.305,-0.091,24.671,22.600,100965.000,30.766
0.345,-0.086,11.090,-0.213,0.610,-0.030,24.765,22.600,100963.000,30.432
0.297,-0.115,11.109,-0.061,0.427,-0.183,24.671,22.600,100960.000,30.265
0.359,-0.101,11.061,7.713,0.305,-0.061,24.765,22.600,100960.000,30.516
0.326,-0.105,11.253,-0.274,0.457,-0.122,24.765,22.600,100960.000,30.933
0.373,-0.081,11.186,-0.152,0.549,-0.122,24.718,22.600,100962.000,30.933
0.330,-0.086,11.147,-0.213,0.427,-0.091,24.624,22.600,100956.000,30.015
0.340,-0.057,11.114,-0.152,0.366,-0.030,24.718,22.600,100965.000,31.017
0.345,-0.110,11.104,-0.030,0.457,-0.152,24.671,22.600,100962.000,30.432
0.431,-0.062,11.167,-0.061,0.457,-0.030,24.671,22.600,100954.000,30.265
0.340,-0.081,11.133,-0.061,0.396,-0.152,24.671,22.600,100959.000,30.766
0.340,-0.081,11.128,-0.091,0.335,7.774,24.765,22.600,100963.000,30.683
0.330,-0.057,11.056,-0.183,0.579,-0.244,24.765,22.600,100962.000,30.766
0.378,-0.105,11.190,-0.213,0.579,-0.030,24.718,22.600,100959.000,30.683
0.359,-0.144,11.138,-0.122,0.213,7.713,24.812,22.600,100957.000,30.432
0.350,-0.163,11.176,-0.030,0.549,-0.183,24.765,22.600,100960.000,30.933
0.330,-0.120,11.152,-0.122,0.274,-0.091,24.765,22.600,100959.000,30.432
0.354,-0.053,11.114,-0.213,0.274,-0.274,24.718,22.600,100960.000,30.015
0.388,-0.120,11.123,-0.122,0.335,-0.061,24.624,22.600,100962.000,30.182
0.364,-0.105,11.152,-0.213,0.549,-0.030,24.671,22.600,100963.000,30.516
0.330,-0.124,11.104,-0.061,0.335,-0.122,24.671,22.600,100953.000,30.516
0.321,-0.096,11.167,-0.152,0.457,-7.713,24.765,22.600,100957.000,29.764
0.417,-0.096,11.167,-7.774,0.366,-0.091,24.671,22.600,100957.000,30.182
0.354,-0.158,11.157,-0.122,0.427,-0.183,24.671,22.600,100954.000,30.933
0.426,-0.124,11.176,-0.122,0.488,-0.030,24.765,22.600,100963.000,30.516
0.373,-0.086,11.147,-0.183,0.305,-0.244,24.765,22.600,100959.000,30.516
0.383,-0.101,11.114,-0.183,0.457,-0.152,24.765,22.600,100956.000,31.434
0.378,-0.153,11.152,-0.091,0.396,-0.091,24.718,22.600,100951.000,30.766
0.359,-0.096,11.090,-0.091,0.427,0.000,24.812,22.600,100956.000,30.516
0.335,-0.153,11.229,-0.091,0.396,-0.122,24.718,22.600,100960.000,30.766
0.388,-0.115,11.152,-0.183,0.427,-0.091,24.718,22.600,100957.000,30.766
0.373,-0.091,11.100,-7.805,0.549,-0.061,24.718,22.600,100951.000,31.434
0.393,-0.086,11.138,-0.213,0.427,-0.335,24.718,22.600,100953.000,30.933
0.373,-0.110,11.147,-0.030,0.427,0.030,24.624,22.600,100954.000,30.432
0.354,-0.115,9.845,-7.805,0.488,-0.152,24.671,22.600,100953.000,31.017
0.326,-0.124,11.047,-0.091,0.427,0.000,24.671,22.600,100960.000,30.766
0.330,-0.091,11.128,-0.152,0.244,0.091,24.718,22.600,100947.000,30.933
0.393,-0.129,11.138,-0.091,0.366,-0.244,24.765,22.600,100950.000,30.933
0.330,-0.101,11.133,-0.152,0.640,-0.152,24.765,22.600,100953.000,30.933
0.359,-0.153,11.090,-0.183,0.457,-0.152,24.718,22.600,100956.000,30.683
0.354,-0.077,11.114,-0.061,0.335,7.713,24.718,22.600,100957.000,30.516
0.273,-0.091,11.143,7.774,0.274,-0.122,24.718,22.600,100957.000,30.516
0.359,-0.101,11.176,-0.122,0.488,-0.274,24.765,22.600,100959.000,30.265
0.345,-0.120,11.200,-0.274,0.366,-0.152,24.624,22.600,100963.000,30.683
0.417,-0.057,11.133,-0.152,0.518,-0.091,24.718,22.600,100959.000,30.265
0.407,-0.096,11.186,-0.091,0.335,-0.122,24.718,22.600,100960.000,30.182
0.283,-0.062,11.133,-0.122,0.396,0.030,24.718,22.600,100957.000,30.182
0.302,-0.110,11.138,-0.091,0.518,-0.030,24.718,22.600,100956.000,30.432
0.345,-0.124,11.133,-0.152,0.366,-0.091,24.765,22.600,100963.000,29.681
0.354,-0.158,11.143,-0.213,0.244,-0.091,24.765,22.600,100957.000,30.182
0.345,-0.029,11.205,-0.122,0.427,7.744,24.859,22.600,100956.000,30.933
0.350,-0.110,11.243,-0.122,0.427,0.061,24.765,22.600,100957.000,30.933
0.340,-0.086,11.138,-7.805,0.488,-0.183,24.765,22.600,100956.000,30.015
0.311,-0.134,11.100,0.030,0.457,0.030,24.718,22.600,100960.000,31.184
0.330,-0.096,11.123,-0.122,0.518,-0.244,24.718,22.600,100957.000,31.267
0.345,-0.081,11.071,-0.152,0.335,-0.122,24.765,22.600,100948.000,30.683
0.345,-0.091,11.085,-0.061,0.488,0.061,24.765,22.600,100954.000,30.516
0.316,-0.072,11.090,-0.213,0.488,7.744,24.765,22.600,100954.000,31.017
0.330,-0.139,11.167,-0.091,0.213,0.122,24.765,22.600,100956.000,30.933
0.383,-0.091,11.109,-0.122,0.335,-0.183,24.718,22.600,100957.000,31.184
0.354,-0.029,11.100,-0.183,0.366,-0.122,24.577,22.600,100962.000,30.265
0.383,-0.105,11.128,-7.805,0.427,-0.213,24.765,22.600,100956.000,31.184
0.340,-0.153,11.071,-0.213,0.488,-0.122,24.765,22.600,100954.000,31.184
0.388,-0.081,11.123,-0.122,0.518,-0.091,24.765,22.600,100953.000,31.518
0.340,-0.129,11.147,-0.183,0.518,-0.152,24.718,22.600,100948.000,31.518
0.354,-0.124,11.181,-0.152,0.518,-0.244,24.718,22.600,100953.000,30.265
0.359,-0.105,11.162,-0.122,0.549,-0.183,24.718,22.600,100953.000,30.933
0.359,-0.144,11.162,-0.122,0.488,-0.091,24.718,22.600,100959.000,30.683
0.354,-0.144,11.167,-0.030,0.396,-0.091,24.718,22.600,100951.000,31.184
0.369,-0.086,11.095,-0.091,0.488,-7.805,24.577,22.600,100954.000,30.683
0.326,-0.129,11.176,-7.805,0.427,-0.122,24.765,22.600,100945.000,31.434
0.364,-0.081,11.181,-0.152,0.305,-0.122,24.624,22.600,100950.000,30.516
0.311,-0.134,9.855,-0.213,0.488,-0.091,24.718,22.600,100957.000,30.182
0.378,-0.077,11.181,-0.213,0.488,-0.030,24.765,22.600,100959.000,31.267
0.340,-0.101,11.138,-0.152,0.549,-0.183,24.765,22.600,100956.000,30.933
0.335,-0.158,11.076,-7.805,0.305,7.683,24.718,22.600,100950.000,31.434
0.354,-0.105,11.167,-0.183,0.274,-0.061,24.812,22.600,100948.000,30.432
0.369,-0.101,11.214,-0.152,0.366,-0.183,24.718,22.600,100956.000,30.766
0.354,-0.110,11.147,-0.122,0.457,-0.122,24.718,22.600,100953.000,31.267
0.302,-0.110,11.037,7.774,0.518,-0.030,24.718,22.600,100951.000,30.265
0.373,-0.057,11.162,-0.244,0.427,-0.244,24.765,22.600,100947.000,30.683
0.287,-0.139,11.114,-0.122,0.396,-0.152,24.765,22.600,100957.000,31.017
0.388,-0.048,11.071,-0.152,0.457,-0.183,24.577,22.600,100954.000,30.516
0.378,-0.148,11.114,-0.152,0.366,0.030,24.718,22.600,100945.000,30.766
0.354,-0.139,11.214,-0.061,0.335,-0.244,24.718,22.600,100950.000,30.516
0.436,-0.048,11.143,-0.122,0.518,-0.061,24.671,22.600,100954.000,30.265
0.369,-0.105,11.123,-0.244,0.244,-0.061,24.765,22.600,100963.000,30.265
0.330,-0.172,11.128,-0.152,0.366,-0.122,24.765,22.600,100956.000,30.683
0.373,-0.129,11.123,-0.061,0.488,7.713,24.718,22.600,100948.000,31.017
0.359,-0.067,11.205,-0.183,0.579,-0.213,24.765,22.600,100948.000,31.184
0.378,-0.053,11.119,7.774,0.427,-7.805,24.765,22.600,100948.000,30.265
0.369,-0.062,11.066,-0.091,0.488,-0.122,24.624,22.600,100951.000,30.683
0.397,-0.096,11.133,-0.091,0.335,7.774,24.671,22.600,100956.000,30.265
0.364,-0.110,11.162,-0.091,0.366,-0.030,24.812,22.600,100950.000,31.017
0.345,-0.101,11.128,-0.152,0.640,-0.183,24.624,22.600,100951.000,30.933
0.364,-0.077,11.133,-0.152,0.335,-0.091,24.718,22.600,100950.000,30.933
0.354,-0.053,11.157,-0.152,0.396,-0.152,24.718,22.600,100960.000,31.184
0.397,-0.101,11.167,0.000,0.427,-0.183,24.624,22.600,100951.000,31.518
