BeelineGPS
timestamp,callsign,audio level,lat,lon,alt,alt units,f_id,serialNum
2018-03-22 11:46:55.342458,97,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1115,ft,1
2018-03-22 11:46:57.515499,99,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1115,ft,1
2018-03-22 11:46:59.486342,136,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1125,ft,1
2018-03-22 11:56:26.894091,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4564,AG7IU-1
2018-03-22 11:56:29.879936,00000000ef8dc1fa,43.7957,-120.6513,ft,196,2,4564,AG7IU-1
2018-03-22 11:56:32.849793,00000000ef8dc1fa,43.7957,-120.6513,ft,196,2,4564,AG7IU-1
2018-03-22 11:56:35.876550,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4560,AG7IU-1
2018-03-22 11:56:38.882867,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4560,AG7IU-1
2018-03-22 11:56:41.852883,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4560,AG7IU-1
2018-03-22 11:56:44.866448,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4560,AG7IU-1
2018-03-22 11:56:47.846436,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4560,AG7IU-1
2018-03-22 11:56:50.857089,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4564,AG7IU-1
2018-03-22 11:56:53.864263,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4564,AG7IU-1
2018-03-22 11:56:56.853687,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4567,AG7IU-1
2018-03-22 11:56:59.880238,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4567,AG7IU-1
2018-03-22 11:57:02.848762,00000000ef8dc1fa,43.7957,-120.6513,ft,196,2,4567,AG7IU-1
2018-03-22 11:57:05.835050,00000000ef8dc1fa,43.7957,-120.6513,ft,197,2,4570,AG7IU-1
2018-03-22 11:57:08.888042,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4570,AG7IU-1
2018-03-22 11:57:11.860239,00000000ef8dc1fa,43.7958,-120.6513,ft,196,2,4570,AG7IU-1
2018-03-22 11:57:14.873983,00000000ef8dc1fa,43.7958,-120.6513,ft,196,2,4570,AG7IU-1
2018-03-22 11:57:17.854535,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4570,AG7IU-1
2018-03-22 11:57:20.856911,00000000ef8dc1fa,43.7958,-120.6513,ft,196,2,4567,AG7IU-1
2018-03-22 11:57:23.842170,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4564,AG7IU-1
2018-03-22 11:57:26.853663,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4564,AG7IU-1
2018-03-22 11:57:29.876658,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4567,AG7IU-1
2018-03-22 11:57:32.853702,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4567,AG7IU-1
2018-03-22 11:57:35.854623,00000000ef8dc1fa,43.7958,-120.6513,ft,197,2,4567,AG7IU-1
