BeelineGPS
timestamp,callsign,audio level,lat,lon,alt,alt units,f_id,serialNum
2018-03-22 11:46:55.342458,97,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1115,ft,1
2018-03-22 11:46:57.515499,99,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1115,ft,1
2018-03-22 11:46:59.486342,136,AG7IU-1,00000000ef7632b6,45.5527,122.7777,1125,ft,1
2018-03-22 11:58:02.442422,259,00000000054c4d21,199,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:05.415368,259,00000000054c4d21,200,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:08.440268,259,00000000054c4d21,200,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:11.403079,259,00000000054c4d21,200,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:14.428842,255,00000000054c4d21,199,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:17.405788,249,00000000054c4d21,200,ft,123.2857,1,44.5585,AG7IU-2
2018-03-22 11:58:20.408344,239,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:23.454404,232,00000000054c4d21,200,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:58:26.400403,229,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:29.443590,236,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:32.414427,239,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:35.430150,246,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:38.442587,246,00000000054c4d21,200,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:41.484132,242,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:44.411327,242,00000000054c4d21,198,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:47.425032,236,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:58:50.471120,236,00000000054c4d21,200,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:58:53.435747,236,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:58:56.407758,229,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:58:59.444058,229,00000000054c4d21,200,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:59:02.411569,223,00000000054c4d21,199,ft,123.2855,1,44.5585,AG7IU-2
2018-03-22 11:59:05.413206,242,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:59:08.443654,242,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:59:11.410539,246,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:59:14.407496,249,00000000054c4d21,200,ft,123.2855,1,44.5583,AG7IU-2
2018-03-22 11:59:17.412630,249,00000000054c4d21,199,ft,123.2855,1,44.5583,AG7IU-2
